Submission	Method	GS	AUPR, #1	AUPR, #3	AUPR, #4	AUROC, #1	AUROC, #3	AUROC, #4	PR score, #1	PR score, #3	PR score, #4	ROC score, #1	ROC score, #3	ROC score, #4	Score, #1	Score, #3	Score, #4	Final score
MI3	pc	new_gs	0.22780469	0.04349687	0.01827722	0.77662075	0.56756373	0.50528132	36.99713092	0.16724248	0.00024375	51.83358290	0.00220303	0.00016721	44.41535691	0.08472276	0.00020548	14.83342838	
MI3	pc	weak_gs	0.22780469	0.03584278	0.01827722	0.77662075	0.56167697	0.50528132	36.99713092	0.00199143	0.00024375	51.83358290	0.00024550	0.00016721	44.41535691	0.00111846	0.00020548	14.80556028	
MI4	raw	old_gs	0.20696079	0.05884699	0.01849302	0.79009433	0.57618566	0.50674623	22.28213938	2.95706341	0.00068747	68.43848489	0.08125530	0.00119675	45.36031214	1.51915936	0.00094211	15.62680454	
MI4	raw	new_gs	0.20696079	0.04371476	0.01849302	0.79009433	0.57394667	0.50674623	22.28213938	0.18183680	0.00068747	68.43848489	0.03724533	0.00119675	45.36031214	0.10954106	0.00094211	15.15693177	
MI4	raw	weak_gs	0.20696079	0.03566932	0.01849302	0.79009433	0.56391167	0.50674623	22.28213938	0.00175140	0.00068747	68.43848489	0.00042507	0.00119675	45.36031214	0.00108823	0.00094211	15.12078083	
MI4	idirect	old_gs	0.26230133	0.05877490	0.01849125	0.79053951	0.57618498	0.50674617	69.37869423	2.93420743	0.00068747	69.03634977	0.08125530	0.00119675	69.20752200	1.50773137	0.00094211	23.57206516	
MI4	idirect	new_gs	0.26230133	0.04411337	0.01849125	0.79053951	0.57394595	0.50674617	69.37869423	0.21058364	0.00068747	69.03634977	0.03724533	0.00119675	69.20752200	0.12391448	0.00094211	23.11079287	
MI4	idirect	weak_gs	0.26230133	0.03592093	0.01849125	0.79053951	0.56391124	0.50674617	69.37869423	0.00210935	0.00068747	69.03634977	0.00042507	0.00119675	69.20752200	0.00126721	0.00094211	23.06991044	
MI4	nd	old_gs	0.25089806	0.06266790	0.01904612	0.79115290	0.57647399	0.50711792	57.57171831	4.14060702	0.01179622	69.85127084	0.08918225	0.00196035	63.71149457	2.11489464	0.00687829	21.94442250	
MI4	nd	new_gs	0.25089806	0.04817005	0.01904612	0.79115290	0.57429639	0.50711792	57.57171831	0.65443806	0.01179622	69.85127084	0.04238396	0.00196035	63.71149457	0.34841101	0.00687829	21.35559462	
MI4	nd	weak_gs	0.25089806	0.03962313	0.01904612	0.79115290	0.56429190	0.50711792	57.57171831	0.02596847	0.01179622	69.85127084	0.00048834	0.00196035	63.71149457	0.01322841	0.00687829	21.24386709	
MI4	gs	old_gs	0.24499517	0.06342705	0.01906040	0.79113194	0.57645938	0.50711853	51.89062094	4.39721231	0.01291940	69.82447028	0.08861651	0.00196035	60.85754561	2.24291441	0.00743988	21.03596663	
MI4	gs	new_gs	0.24499517	0.04901610	0.01906040	0.79113194	0.57428776	0.50711853	51.89062094	0.77809177	0.01291940	69.82447028	0.04222937	0.00196035	60.85754561	0.41016057	0.00743988	20.42504868	
MI4	gs	weak_gs	0.24499517	0.03997078	0.01906040	0.79113194	0.56428189	0.50711853	51.89062094	0.03178018	0.01291940	69.82447028	0.00048649	0.00196035	60.85754561	0.01613334	0.00743988	20.29370627	
MI4	gs_author	old_gs	0.24349965	0.05977482	0.01903286	0.79128334	0.57628921	0.50709828	50.49252696	3.22566730	0.01126712	70.02560971	0.08392234	0.00190950	60.25906834	1.65479482	0.00658831	20.64015049	
MI4	gs_author	new_gs	0.24349965	0.04713105	0.01903286	0.79128334	0.57435116	0.50709828	50.49252696	0.51587827	0.01126712	70.02560971	0.04332136	0.00190950	60.25906834	0.27959982	0.00658831	20.18175215	
MI4	gs_author	weak_gs	0.24349965	0.03885016	0.01903286	0.79128334	0.56430767	0.50709828	50.49252696	0.01623994	0.01126712	70.02560971	0.00049021	0.00190950	60.25906834	0.00836508	0.00658831	20.09134057	
MI4	pc	old_gs	0.27026262	0.05843852	0.01849008	0.79067436	0.57618469	0.50674614	78.25333725	2.84077846	0.00068747	69.20958883	0.08125530	0.00119675	73.73146304	1.46101688	0.00094211	25.06447401	
MI4	pc	new_gs	0.27026262	0.04458049	0.01849008	0.79067436	0.57394674	0.50674614	78.25333725	0.24808967	0.00068747	69.20958883	0.03724533	0.00119675	73.73146304	0.14266750	0.00094211	24.62502422	
MI4	pc	weak_gs	0.27026262	0.03610932	0.01849008	0.79067436	0.56391134	0.50674614	78.25333725	0.00240257	0.00068747	69.20958883	0.00042507	0.00119675	73.73146304	0.00141382	0.00094211	24.57793966	
MI5	raw	old_gs	0.11786406	0.07195352	0.02037350	0.64033396	0.58539063	0.51941833	0.00004630	7.73174516	0.56499671	0.00025859	0.72429406	2.92757563	0.00015244	4.22801961	1.74628617	1.99148607	
MI5	raw	new_gs	0.11786406	0.04863898	0.02037350	0.64033396	0.58043356	0.51941833	0.00004630	0.72234584	0.56499671	0.00025859	0.26999267	2.92757563	0.00015244	0.49616926	1.74628617	0.74753596	
MI5	raw	weak_gs	0.11786406	0.04025944	0.02037350	0.64033396	0.57042057	0.51941833	0.00004630	0.03716256	0.56499671	0.00025859	0.00866921	2.92757563	0.00015244	0.02291588	1.74628617	0.58978483	
MI5	idirect	old_gs	0.14976377	0.06842860	0.02034119	0.64053871	0.58538386	0.51941830	1.08319352	6.25415187	0.54112202	0.00025859	0.72310736	2.92757563	0.54172605	3.48862962	1.73434883	1.92156817	
MI5	idirect	new_gs	0.14976377	0.04929456	0.02034119	0.64053871	0.58042937	0.51941830	1.08319352	0.82160728	0.54112202	0.00025859	0.26933740	2.92757563	0.54172605	0.54547234	1.73434883	0.94051574	
MI5	idirect	weak_gs	0.14976377	0.04152883	0.02034119	0.64053871	0.57041910	0.51941830	1.08319352	0.07149010	0.54112202	0.00025859	0.00862991	2.92757563	0.54172605	0.04006001	1.73434883	0.77204496	
MI5	nd	old_gs	0.05843041	0.04737329	0.02147491	0.63304986	0.58427999	0.51986913	0.00002245	0.54640921	1.60279110	0.00025859	0.59936547	3.20143012	0.00014052	0.57288734	2.40211061	0.99171282	
MI5	nd	new_gs	0.05843041	0.03881757	0.02147491	0.63304986	0.58005396	0.51986913	0.00002245	0.01583389	1.60279110	0.00025859	0.24585195	3.20143012	0.00014052	0.13084292	2.40211061	0.84436468	
MI5	nd	weak_gs	0.05843041	0.03399003	0.02147491	0.63304986	0.56996592	0.51986913	0.00002245	0.00062763	1.60279110	0.00025859	0.00701898	3.20143012	0.00014052	0.00382330	2.40211061	0.80202481	
MI5	gs	old_gs	0.04289046	0.04645959	0.02143531	0.62462799	0.58425102	0.51985965	0.00002245	0.43529874	1.56039259	0.00025859	0.59617826	3.19520749	0.00014052	0.51573850	2.37780004	0.96455969	
MI5	gs	new_gs	0.04289046	0.03850835	0.02143531	0.62462799	0.58003753	0.51985965	0.00002245	0.01297261	1.56039259	0.00025859	0.24462473	3.19520749	0.00014052	0.12879867	2.37780004	0.83557974	
MI5	gs	weak_gs	0.04289046	0.03287093	0.02143531	0.62462799	0.56993617	0.51985965	0.00002245	0.00042296	1.56039259	0.00025859	0.00692194	3.19520749	0.00014052	0.00367245	2.37780004	0.79387100	
MI5	gs_author	old_gs	0.04296450	0.04600004	0.02142115	0.62493833	0.58483969	0.51984105	0.00002245	0.38399738	1.54984078	0.00025859	0.66068311	3.18899108	0.00014052	0.52234024	2.36941593	0.96396556	
MI5	gs_author	new_gs	0.04296450	0.03822277	0.02142115	0.62493833	0.58069290	0.51984105	0.00002245	0.01078595	1.54984078	0.00025859	0.28671945	3.18899108	0.00014052	0.14875270	2.36941593	0.83943638	
MI5	gs_author	weak_gs	0.04296450	0.03266166	0.02142115	0.62493833	0.57027770	0.51984105	0.00002245	0.00040403	1.54984078	0.00025859	0.00809628	3.18899108	0.00014052	0.00425015	2.36941593	0.79126887	
MI5	pc	old_gs	0.16277019	0.06776785	0.02018345	0.64062702	0.58538342	0.51941826	3.41107963	5.99254831	0.41897964	0.00025859	0.72310736	2.92757563	1.70566911	3.35782784	1.67327764	2.24559153	
MI5	pc	new_gs	0.16277019	0.05069000	0.02018345	0.64062702	0.58043048	0.51941826	3.41107963	1.05615238	0.41897964	0.00025859	0.26999267	2.92757563	1.70566911	0.66307253	1.67327764	1.34733976	
MI5	pc	weak_gs	0.16277019	0.04198795	0.02018345	0.64062702	0.57041878	0.51941826	3.41107963	0.08868606	0.41897964	0.00025859	0.00862991	2.92757563	1.70566911	0.04865798	1.67327764	1.14253491	
Meta1	raw	old_gs	0.28587516	0.08020630	0.03081496	0.75435702	0.61707687	0.51493849	97.17048044	11.71931252	16.55914353	29.76283016	10.32992131	0.88995522	63.46665530	11.02461692	8.72454938	27.73860720	
Meta1	raw	new_gs	0.28587516	0.06459616	0.03081496	0.75435702	0.60331730	0.51493849	97.17048044	4.80210152	16.55914353	29.76283016	4.71799453	0.88995522	63.46665530	4.76004803	8.72454938	25.65041757	
Meta1	raw	weak_gs	0.28587516	0.05786931	0.03081496	0.75435702	0.59407956	0.51493849	97.17048044	2.68264512	16.55914353	29.76283016	2.18947713	0.88995522	63.46665530	2.43606112	8.72454938	24.87575527	
Meta1	idirect	old_gs	0.29334506	0.08105181	0.03116494	0.75437333	0.61704645	0.51493863	106.92908964	12.17054475	17.25501816	29.77970222	10.31531336	0.88995522	68.35439593	11.24292906	9.07248669	29.55660389	
Meta1	idirect	new_gs	0.29334506	0.06664621	0.03116494	0.75437333	0.60329085	0.51493863	106.92908964	5.55616774	17.25501816	29.77970222	4.70816218	0.88995522	68.35439593	5.13216496	9.07248669	27.51968253	
Meta1	idirect	weak_gs	0.29334506	0.05691541	0.03116494	0.75437333	0.59405667	0.51493863	106.92908964	2.42567983	17.25501816	29.77970222	2.18509387	0.88995522	68.35439593	2.30538685	9.07248669	26.57742316	
Meta1	nd	old_gs	0.28897956	0.07408360	0.03165311	0.75542242	0.61680619	0.51481306	101.16490750	8.69196242	18.24172939	30.67283111	10.19881994	0.85249865	65.91886930	9.44539118	9.54711402	28.30379150	
Meta1	nd	new_gs	0.28897956	0.06095790	0.03165311	0.75542242	0.60313008	0.51481306	101.16490750	3.58867798	18.24172939	30.67283111	4.65590094	0.85249865	65.91886930	4.12228946	9.54711402	26.52942426	
Meta1	nd	weak_gs	0.28897956	0.05475527	0.03165311	0.75542242	0.59383542	0.51481306	101.16490750	1.89120407	18.24172939	30.67283111	2.13502463	0.85249865	65.91886930	2.01311435	9.54711402	25.82636589	
Meta1	gs	old_gs	0.28925134	0.06646743	0.03131977	0.75335440	0.61601173	0.51479481	101.52956201	5.49178402	17.55553974	28.92588636	9.81526396	0.84634145	65.22772419	7.65352399	9.20094060	27.36072959	
Meta1	gs	new_gs	0.28925134	0.05612496	0.03131977	0.75335440	0.60247322	0.51479481	101.52956201	2.22312572	17.55553974	28.92588636	4.44349292	0.84634145	65.22772419	3.33330932	9.20094060	25.92065803	
Meta1	gs	weak_gs	0.28925134	0.04984973	0.03131977	0.75335440	0.59340993	0.51479481	101.52956201	0.91204877	17.55553974	28.92588636	2.04519881	0.84634145	65.22772419	1.47862379	9.20094060	25.30242952	
Meta1	gs_author	old_gs	0.29070921	0.06892438	0.03181187	0.74462321	0.61638879	0.51546831	103.42819595	6.45155738	18.56701850	22.17003999	9.99654045	1.06595555	62.79911797	8.22404891	9.81648703	26.94655130	
Meta1	gs_author	new_gs	0.29070921	0.05854954	0.03181187	0.74462321	0.60424507	0.51546831	103.42819595	2.87176887	18.56701850	22.17003999	5.02463371	1.06595555	62.79911797	3.94820129	9.81648703	25.52126876	
Meta1	gs_author	weak_gs	0.29070921	0.05338934	0.03181187	0.74462321	0.59465764	0.51546831	103.42819595	1.58638885	18.56701850	22.17003999	2.31863854	1.06595555	62.79911797	1.95251369	9.81648703	24.85603956	
Meta1	pc	old_gs	0.29539750	0.08330271	0.03104561	0.75446200	0.61705091	0.51493864	109.68679620	13.40040968	17.01558574	29.85569119	10.31531336	0.88995522	69.77124370	11.85786152	8.95277048	30.19395857	
Meta1	pc	new_gs	0.29539750	0.06980124	0.03104561	0.75446200	0.60329493	0.51493864	109.68679620	6.81285140	17.01558574	29.85569119	4.70816218	0.88995522	69.77124370	5.76050679	8.95277048	28.16150699	
Meta1	pc	weak_gs	0.29539750	0.06104846	0.03104561	0.75446200	0.59406605	0.51493864	109.68679620	3.61684081	17.01558574	29.85569119	2.18728491	0.88995522	69.77124370	2.90206286	8.95277048	27.20869235	
Meta2	raw	old_gs	0.25264296	0.07713897	0.01970218	0.80434017	0.58173756	0.51286996	59.31248410	10.15653612	0.13552222	88.74161223	0.36405124	0.36528279	74.02704817	5.26029368	0.25040250	26.51258145	
Meta2	raw	new_gs	0.25264296	0.05396606	0.01970218	0.80434017	0.57623022	0.51286996	59.31248410	1.71111665	0.13552222	88.74161223	0.08258021	0.36528279	74.02704817	0.89684843	0.25040250	25.05809970	
Meta2	raw	weak_gs	0.25264296	0.04442238	0.01970218	0.80434017	0.56520356	0.51286996	59.31248410	0.23486493	0.13552222	88.74161223	0.00071130	0.36528279	74.02704817	0.11778811	0.25040250	24.79841293	
Meta2	idirect	old_gs	0.30742462	0.07174554	0.01962955	0.80475017	0.58172724	0.51286990	126.55909647	7.63974887	0.10674164	89.36791329	0.36326066	0.36528279	107.96350488	4.00150477	0.23601221	37.40034062	
Meta2	idirect	new_gs	0.30742462	0.05256295	0.01962955	0.80475017	0.57621939	0.51286990	126.55909647	1.41266245	0.10674164	89.36791329	0.08204819	0.36528279	107.96350488	0.74735532	0.23601221	36.31562414	
Meta2	idirect	weak_gs	0.30742462	0.04404432	0.01962955	0.80475017	0.56519760	0.51286990	126.55909647	0.20534420	0.10674164	89.36791329	0.00070816	0.36528279	107.96350488	0.10302618	0.23601221	36.10084776	
Meta2	nd	old_gs	0.30379233	0.08326878	0.02069204	0.80614406	0.58178229	0.51326350	121.34403720	13.38367558	0.83639259	91.50887972	0.36722404	0.44686755	106.42645846	6.87544981	0.64163007	37.98117945	
Meta2	nd	new_gs	0.30379233	0.06203948	0.02069204	0.80614406	0.57633124	0.51326350	121.34403720	3.93314581	0.83639259	91.50887972	0.08528185	0.44686755	106.42645846	2.00921383	0.64163007	36.35910079	
Meta2	nd	weak_gs	0.30379233	0.05108054	0.02069204	0.80614406	0.56532262	0.51326350	121.34403720	1.12646551	0.83639259	91.50887972	0.00075029	0.44686755	106.42645846	0.56360790	0.64163007	35.87723214	
Meta2	gs	old_gs	0.28754225	0.08287370	0.02066401	0.80879628	0.58176090	0.51326236	99.31255547	13.16141812	0.80973802	95.66624281	0.36563554	0.44686755	97.48939914	6.76352683	0.62830279	34.96040959	
Meta2	gs	new_gs	0.28754225	0.06187741	0.02066401	0.80879628	0.57632028	0.51326236	99.31255547	3.88121969	0.80973802	95.66624281	0.08500855	0.44686755	97.48939914	1.98311412	0.62830279	33.36693868	
Meta2	gs	weak_gs	0.28754225	0.05083301	0.02066401	0.80879628	0.56530468	0.51326236	99.31255547	1.08114573	0.80973802	95.66624281	0.00074361	0.44686755	97.48939914	0.54094467	0.62830279	32.88621553	
Meta2	gs_author	old_gs	0.28754225	0.08287370	0.02066401	0.80879628	0.58176090	0.51326236	99.31255547	13.16141812	0.80973802	95.66624281	0.36563554	0.44686755	97.48939914	6.76352683	0.62830279	34.96040959	
Meta2	gs_author	new_gs	0.28754225	0.06187741	0.02066401	0.80879628	0.57632028	0.51326236	99.31255547	3.88121969	0.80973802	95.66624281	0.08500855	0.44686755	97.48939914	1.98311412	0.62830279	33.36693868	
Meta2	gs_author	weak_gs	0.28754225	0.05083301	0.02066401	0.80879628	0.56530468	0.51326236	99.31255547	1.08114573	0.80973802	95.66624281	0.00074361	0.44686755	97.48939914	0.54094467	0.62830279	32.88621553	
Meta2	pc	old_gs	0.31936500	0.07043622	0.01952297	0.80489499	0.58172584	0.51286990	144.46603703	7.07681376	0.07759754	89.58231521	0.36326066	0.36528279	117.02417612	3.72003721	0.22144016	40.32188450	
Meta2	pc	new_gs	0.31936500	0.05412836	0.01952297	0.80489499	0.57622025	0.51286990	144.46603703	1.74916406	0.07759754	89.58231521	0.08231385	0.36528279	117.02417612	0.91573896	0.22144016	39.38711841	
Meta2	pc	weak_gs	0.31936500	0.04502114	0.01952297	0.80489499	0.56519753	0.51286990	144.46603703	0.28596534	0.07759754	89.58231521	0.00070816	0.36528279	117.02417612	0.14333675	0.22144016	39.12965101	
Meta3	raw	old_gs	0.19443811	0.08427696	0.02897827	0.71105919	0.60462651	0.54237468	15.21672152	13.95201353	13.02969145	5.04378726	5.15760929	32.38249661	10.13025439	9.55481141	22.70609403	14.13038661	
Meta3	raw	new_gs	0.19443811	0.06764661	0.02897827	0.71105919	0.59448815	0.54237468	15.21672152	5.94160315	13.02969145	5.04378726	2.28037081	32.38249661	10.13025439	4.11098698	22.70609403	12.31577847	
Meta3	raw	weak_gs	0.19443811	0.05810276	0.02897827	0.71105919	0.57655689	0.54237468	15.21672152	2.74595736	13.02969145	5.04378726	0.09147405	32.38249661	10.13025439	1.41871570	22.70609403	11.41835471	
Meta3	idirect	old_gs	0.20245411	0.08241458	0.02858454	0.71108945	0.60461347	0.54237458	19.58399462	12.90781311	12.31095971	5.05314389	5.15074679	32.38249661	12.31856926	9.02927995	22.34672816	14.56485912	
Meta3	idirect	new_gs	0.20245411	0.06782193	0.02858454	0.71108945	0.59448067	0.54237458	19.58399462	6.01219377	12.31095971	5.05314389	2.27813036	32.38249661	12.31856926	4.14516207	22.34672816	12.93681983	
Meta3	idirect	weak_gs	0.20245411	0.05747609	0.02858454	0.71108945	0.57655180	0.54237458	19.58399462	2.57414193	12.31095971	5.05314389	0.09147405	32.38249661	12.31856926	1.33280799	22.34672816	11.99936847	
Meta3	nd	old_gs	0.07126839	0.05356989	0.02391563	0.70683678	0.60403618	0.54153769	0.00002245	1.62530209	4.66229183	3.82410965	4.95713080	30.76816677	1.91206605	3.29121644	17.71522930	7.63950393	
Meta3	nd	new_gs	0.07126839	0.04231258	0.02391563	0.70683678	0.59388909	0.54153769	0.00002245	0.10283105	4.66229183	3.82410965	2.14802619	30.76816677	1.91206605	1.12542862	17.71522930	6.91757466	
Meta3	nd	weak_gs	0.07126839	0.03532525	0.02391563	0.70683678	0.57609041	0.54153769	0.00002245	0.00138157	4.66229183	3.82410965	0.07891343	30.76816677	1.91206605	0.04014750	17.71522930	6.55581428	
Meta3	gs	old_gs	0.11804558	0.05909641	0.02330073	0.71476556	0.60408588	0.54135196	0.00004935	3.02611358	3.82121614	6.27424655	4.97396268	30.42737133	3.13714795	4.00003813	17.12429373	8.08715994	
Meta3	gs	new_gs	0.11804558	0.04714930	0.02330073	0.71476556	0.59399279	0.54135196	0.00004935	0.51838914	3.82121614	6.27424655	2.16978955	30.42737133	3.13714795	1.34408935	17.12429373	7.20184368	
Meta3	gs	weak_gs	0.11804558	0.03752193	0.02330073	0.71476556	0.57604154	0.54135196	0.00004935	0.00668051	3.82121614	6.27424655	0.07763598	30.42737133	3.13714795	0.04215824	17.12429373	6.76786664	
Meta3	gs_author	old_gs	0.11812666	0.05856979	0.02313284	0.71581127	0.60382533	0.54024953	0.00005082	2.87741990	3.59494356	6.65180124	4.88341788	28.36593566	3.32592603	3.88041889	15.98043961	7.72892818	
Meta3	gs_author	new_gs	0.11812666	0.04702981	0.02313284	0.71581127	0.59398046	0.54024953	0.00005082	0.50341516	3.59494356	6.65180124	2.16760792	28.36593566	3.32592603	1.33551154	15.98043961	6.88062573	
Meta3	gs_author	weak_gs	0.11812666	0.03746405	0.02313284	0.71581127	0.57593107	0.54024953	0.00005082	0.00640500	3.59494356	6.65180124	0.07488403	28.36593566	3.32592603	0.04064452	15.98043961	6.44900339	
Meta3	pc	old_gs	0.18676165	0.08083081	0.02826502	0.71097699	0.60460801	0.54237394	11.55835508	12.05304725	11.72935021	5.01577767	5.15074679	32.38249661	8.28706637	8.60189702	22.05592341	12.98162893	
Meta3	pc	new_gs	0.18676165	0.06740109	0.02826502	0.71097699	0.59447854	0.54237394	11.55835508	5.84805618	11.72935021	5.01577767	2.27813036	32.38249661	8.28706637	4.06309327	22.05592341	11.46869435	
Meta3	pc	weak_gs	0.18676165	0.05708503	0.02826502	0.71097699	0.57654998	0.54237394	11.55835508	2.47032264	11.72935021	5.01577767	0.09118504	32.38249661	8.28706637	1.28075384	22.05592341	10.54124787	
Meta4	raw	old_gs	0.19258011	0.08644976	0.02341444	0.70946071	0.61513366	0.52317813	14.28290383	15.20741573	3.96956617	4.55927831	9.40181265	5.60137352	9.42109107	12.30461419	4.78546984	8.83705837	
Meta4	raw	new_gs	0.19258011	0.06634942	0.02341444	0.70946071	0.60619071	0.52317813	14.28290383	5.44653707	3.96956617	4.55927831	5.70727113	5.60137352	9.42109107	5.57690410	4.78546984	6.59448834	
Meta4	raw	weak_gs	0.19258011	0.05592419	0.02341444	0.70946071	0.59050920	0.52317813	14.28290383	2.17313331	3.96956617	4.55927831	1.48144831	5.60137352	9.42109107	1.82729081	4.78546984	5.34461724	
Meta4	idirect	old_gs	0.20386876	0.07750804	0.02339066	0.70940437	0.61510424	0.52317814	20.40884380	10.34032555	3.94248179	4.54166115	9.38787412	5.60137352	12.47525248	9.86409983	4.77192765	9.03709332	
Meta4	idirect	new_gs	0.20386876	0.06158653	0.02339066	0.70940437	0.60618615	0.52317814	20.40884380	3.78469416	3.94248179	4.54166115	5.70727113	5.60137352	12.47525248	4.74598265	4.77192765	7.33105426	
Meta4	idirect	weak_gs	0.20386876	0.05321399	0.02339066	0.70940437	0.59051923	0.52317814	20.40884380	1.54791527	3.94248179	4.54166115	1.48322324	5.60137352	12.47525248	1.51556926	4.77192765	6.25424979	
Meta4	nd	old_gs	0.20190330	0.08324832	0.02365363	0.71013834	0.61507691	0.52314727	19.26686106	13.37252452	4.29837711	4.75870738	9.37858749	5.57659166	12.01278422	11.37555601	4.93748438	9.44194154	
Meta4	nd	new_gs	0.20190330	0.06447957	0.02365363	0.71013834	0.60611674	0.52314727	19.26686106	4.76302539	4.29837711	4.75870738	5.68199853	5.57659166	12.01278422	5.22251196	4.93748438	7.39092685	
Meta4	nd	weak_gs	0.20190330	0.05459095	0.02365363	0.71013834	0.59043570	0.52314727	19.26686106	1.85405742	4.29837711	4.75870738	1.46905640	5.57659166	12.01278422	1.66155691	4.93748438	6.20394184	
Meta4	gs	old_gs	0.19972402	0.08511340	0.02337482	0.71003878	0.61513922	0.52314573	18.03536841	14.42668078	3.91544684	4.72862621	9.40646112	5.57659166	11.38199731	11.91657095	4.74601925	9.34819584	
Meta4	gs	new_gs	0.19972402	0.06515675	0.02337482	0.71003878	0.60611099	0.52314573	18.03536841	5.00323464	3.91544684	4.72862621	5.67839282	5.57659166	11.38199731	5.34081373	4.74601925	7.15627676	
Meta4	gs	weak_gs	0.19972402	0.05504965	0.02337482	0.71003878	0.59042804	0.52314573	18.03536841	1.96177083	3.91544684	4.72862621	1.46729079	5.57659166	11.38199731	1.71453081	4.74601925	5.94751579	
Meta4	gs_author	old_gs	0.20325173	0.08160694	0.02371145	0.69814615	0.61268610	0.52370717	20.04990514	12.47185320	4.38165725	1.91576857	8.30190273	6.04826298	10.98283686	10.38687796	5.21496012	8.86155831	
Meta4	gs_author	new_gs	0.20325173	0.06367290	0.02371145	0.69814615	0.60289940	0.52370717	20.04990514	4.47967589	4.38165725	1.91576857	4.58130064	6.04826298	10.98283686	4.53048826	5.21496012	6.90942841	
Meta4	gs_author	weak_gs	0.20325173	0.05426868	0.02371145	0.69814615	0.58730181	0.52370717	20.04990514	1.78078845	4.38165725	1.91576857	0.97162483	6.04826298	10.98283686	1.37620664	5.21496012	5.85800120	
Meta4	pc	old_gs	0.20069740	0.07505961	0.02329237	0.70941182	0.61509237	0.52317783	18.57829324	9.15017747	3.80780462	4.54459459	9.38323023	5.60137352	11.56144391	9.26670385	4.70458907	8.51091228	
Meta4	pc	new_gs	0.20069740	0.06225324	0.02329237	0.70941182	0.60617893	0.52317783	18.57829324	4.00176828	3.80780462	4.54459459	5.70365727	5.60137352	11.56144391	4.85271277	4.70458907	7.03958192	
Meta4	pc	weak_gs	0.20069740	0.05364066	0.02329237	0.70941182	0.59051581	0.52317783	18.57829324	1.64055349	3.80780462	4.54459459	1.48322324	5.60137352	11.56144391	1.56188837	4.70458907	5.94264045	
Meta5	raw	old_gs	0.14050244	0.06603875	0.03271969	0.69649444	0.62448241	0.51493415	0.26973364	5.33041819	20.42442023	1.63936515	14.24577690	0.88995522	0.95454940	9.78809755	10.65718772	7.13327822	
Meta5	raw	new_gs	0.14050244	0.04200636	0.03271969	0.69649444	0.60946436	0.51493415	0.26973364	0.08949898	20.42442023	1.63936515	6.95138359	0.88995522	0.95454940	3.52044129	10.65718772	5.04405947	
Meta5	raw	weak_gs	0.14050244	0.04698957	0.03271969	0.69649444	0.59528306	0.51493415	0.26973364	0.49847257	20.42442023	1.63936515	2.46108585	0.88995522	0.95454940	1.47977921	10.65718772	4.36383878	
Meta5	idirect	old_gs	0.13044993	0.06694944	0.03271745	0.69670040	0.62448640	0.51494297	0.01637661	5.67442839	20.42442023	1.67309305	14.25148793	0.89311636	0.84473483	9.96295816	10.65876830	7.15548710	
Meta5	idirect	new_gs	0.13044993	0.04266492	0.03271745	0.69670040	0.60947977	0.51494297	0.01637661	0.11960295	20.42442023	1.67309305	6.95937477	0.89311636	0.84473483	3.53948886	10.65876830	5.01433066	
Meta5	idirect	weak_gs	0.13044993	0.04599461	0.03271745	0.69670040	0.59528630	0.51494297	0.01637661	0.38291899	20.42442023	1.67309305	2.46342048	0.89311636	0.84473483	1.42316973	10.65876830	4.30889095	
Meta5	nd	old_gs	0.13925972	0.05713711	0.03259039	0.69586412	0.62141886	0.51487581	0.20809993	2.48616773	20.17409720	1.54068662	12.55122379	0.87111687	0.87439328	7.51869576	10.52260703	6.30523202	
Meta5	nd	new_gs	0.13925972	0.03452498	0.03259039	0.69586412	0.60653767	0.51487581	0.20809993	0.00083005	20.17409720	1.54068662	5.83449055	0.87111687	0.87439328	2.91766030	10.52260703	4.77155354	
Meta5	nd	weak_gs	0.13925972	0.04000431	0.03259039	0.69586412	0.59358375	0.51487581	0.20809993	0.03232441	20.17409720	1.54068662	2.08130707	0.87111687	0.87439328	1.05681574	10.52260703	4.15127202	
Meta5	gs	old_gs	0.13359333	0.05622132	0.03265545	0.69147902	0.62142614	0.51497558	0.04774988	2.24831757	20.29915749	0.95495843	12.55658909	0.90263653	0.50135416	7.40245333	10.60089701	6.16823483	
Meta5	gs	new_gs	0.13359333	0.03547069	0.03265545	0.69147902	0.60659876	0.51497558	0.04774988	0.00153238	20.29915749	0.95495843	5.85644287	0.90263653	0.50135416	2.92898763	10.60089701	4.67707960	
Meta5	gs	weak_gs	0.13359333	0.04069114	0.03265545	0.69147902	0.59364516	0.51497558	0.04774988	0.04709243	20.29915749	0.95495843	2.09413227	0.90263653	0.50135416	1.07061235	10.60089701	4.05762117	
Meta5	gs_author	old_gs	0.13114197	0.05176554	0.03341895	0.67481047	0.59687366	0.51551946	0.02113970	1.25417668	21.90057987	0.02748635	2.84708328	1.08345204	0.02431303	2.05062998	11.49201595	4.52231965	
Meta5	gs_author	new_gs	0.13114197	0.03394904	0.03341895	0.67481047	0.58750298	0.51551946	0.02113970	0.00061310	21.90057987	0.02748635	0.99992065	1.08345204	0.02431303	0.50026688	11.49201595	4.00553195	
Meta5	gs_author	weak_gs	0.13114197	0.04224476	0.03341895	0.67481047	0.58514442	0.51551946	0.02113970	0.09969852	21.90057987	0.02748635	0.69496199	1.08345204	0.02431303	0.39733025	11.49201595	3.97121974	
